,username,mentionedUsers
2663,BeninHistory,[]
2664,thaVintageJeff,['MrHarryCole']
2665,MRtim__1911,[]
2666,theonlypraiz,[]
2667,JullyOlu,[]
2668,MRtim__1911,[]
2669,Ogbeni_alaka,[]
2670,extrovarsity,[]
2671,ManLikeKingLeoo,[]
2672,Nyaba_Abu,['EmmanuelAyamga_']
2673,agyenimpraise,['Nyaba_Abu']
2674,profdanhicks,['McrMuseum']
2675,mi_keezy,['PeachesJenkins4']
2676,GlocalUjima,"['Ujimaradio', 'bristolmuseum', 'InsideOutWest', 'Xosei']"
2677,BuleMjoli,[]
2678,Pi75515584,['Bic__Rouge']
2679,SACellPhonesPro,[]
2680,BlessingEyaadah,['renoomokri']
2681,profdanhicks,[]
2682,AventuraObscura,[]
2683,TheCalabashHub,[]
2684,WorldsOracle1,[]
2685,LearnListenLead,[]
2686,InsideOutWest,['bristolmuseum']
2687,saiidat,[]
2688,SibahleMagadla,[]
2689,InsideOutWest,[]
2690,bristolmuseum,[]
2691,PerneythePoet,[]
2692,ArtRatioUK,[]
2693,MadamAfrika,[]
2694,Kazuo_MORIMOTO,[]
2695,jwpressley1,['philipjcowley']
2696,timkun69,[]
2697,agnes_ladon,[]
2698,TheArtNewspaper,['bristolmuseum']
2699,afropresencia,[]
2700,artcrimeHQ,['CNNStyle']
2701,artmarketdotcom,['CNNStyle']
2702,artpricedotcom,['CNNStyle']
2703,Tkarera,['CNNStyle']
2704,johngiblin,['CNNStyle']
2705,SPSalisbury,[]
2706,seunidowu,[]
2707,mikeparry8,[]
2708,wazo_bia,[]
2709,Goodnews_Africa,[]
2710,elginism,['bristolmuseum']
2711,GalleryFrank,['CNNStyle']
2712,globalmuseum,[]
2713,StunishNews,[]
2714,placeumdotorg,[]
2715,poetryinstone,['CNNStyle']
2716,EastAfricArchOn,['CNNStyle']
2717,DrEmilineSmith,['CNNStyle']
2718,cruelsankara,[]
2719,juergenzimmerer,['coloniallegacy']
2720,DilliDurAst,[]
2721,Rose_Marie_Holt,['bristolmuseum']
2722,AfricaZilla,[]
2723,rogerg44,"['BBCBristol', 'Sebchoudhury']"
2724,LucideaCore,['CNNStyle']
2725,GizmodoUK,[]
2726,feedpushr,[]
2727,jcrisantoas,['CNNStyle']
2728,last_paragon,[]
2729,anamafalda1992,[]
2730,ainame,[]
2731,Lawlor224,[]
2732,MaatMHI,[]
2733,BCfmRadio,"['IvanJacksonUK', 'nosipholc', 'bristolmuseum', 'InsideOutWest', 'onelovebrekky']"
2734,MashedHeritage,[]
2735,InsideOutWest,[]
2736,wood5y,[]
2737,Felawasaprophet,"['Esbjornsson', 'InsideOutWest', 'OlivetteOtele']"
2738,Bristol_BLC,"['InsideOutWest', 'bristolmuseum', 'BBCOne']"
2739,SistaSerwah,"['shawnsobers', 'KGarvey20', 'Xosei', 'EdsonBurton', 'OlivetteOtele', 'Ujimaradio', 'folukeifejola', 'hakimadi1', 'JirdeSado', 'BlackSWNet', 'BristolBlackHM']"
2740,theipaper,[]
2741,willhumphries_,[]
2742,theipaper,[]
2743,InsideOutWest,[]
2744,Jonstaj_1,[]
2745,Pi75515584,"['patleguen9', 'malnoir', 'AbelHelabeth', 'dr_l_alexandre', 'SibethNdiaye']"
2746,WorldsOracle1,[]
2747,AhmedImamIII,[]
2748,Bronze_Titan,['ancientaura']
2749,SADUAll,[]
2750,CaroTinley,[]
2751,Steff2288,['Pinterest']
2752,ObasekiEtinosa,[]
2753,WeDescendants,['dotunpopoo']
2754,HorbhazheLugard,[]
2755,uwagbale_,['asemota']
2756,CaroNgina,[]
2757,mahlephula,[]
2758,refinedng,[]
2759,refinedng,[]
2760,refinedng,[]
2761,refinedng,[]
2762,refinedng,[]
2763,Mafricaines,[]
2764,lbljewelry,['Etsy']
2765,marthacain1940,[]
2766,okikjay,[]
2767,TheAfricanistUK,[]
2768,HunterBead,[]
2769,netnile,"['afrofusionpower', 'William_Ukpe']"
2770,solarcellXIII,['YUNG_EDDYVILLA']
2771,lbljewelry,['Etsy']
2772,TAIWOZEEZ,['Clintonfrfr']
2773,ill_nojie,[]
2774,Riathamuss,"['oddy4real', 'MrOdanz']"
2775,60yrs2neptune,"['artcontests', 'metmuseum', 'artnet', 'Solomon_Buchi', 'kelechiamadiobi', 'tybellotweets', 'richardquest']"
2776,IsabelEiser,[]
2777,IsabelEiser,[]
2778,IsabelEiser,[]
2779,EkineAdeola,['nawojlagos']
2780,EkineAdeola,[]
2781,Pensage,['oludascribe']
2782,rovingnick,['Alan_Measles']
2783,interfaceando,[]
2784,phresh_presh,"['FemiOke', 'AJStream']"
2785,486timetable,['mutley7781']
2786,visit_benin,[]
2787,ojoraolabisi,[]
2788,Lallana_Pyjamas,"['d4nycl', 'AlexBFerreiraa']"
2789,MijoleMey,[]
2790,lbljewelry,['Etsy']
2791,WorldsOracle1,[]
2792,PleasureEthics,[]
2793,andrewahala,[]
2794,PAfricanNations,[]
2795,Rozemareigh,[]
2796,PolycarpJ01,[]
2797,Beelahhhh,"['zamarudd', '__FatimaBinta']"
2798,TheAdesina_Ayo,"['martini_henery', 'ajplus']"
2799,OsOsaGuobadia,"['purefoyAMEBO', 'victorsozaboy', 'asemota', 'fueksy']"
2800,lbljewelry,['Etsy']
2801,the_masako,['purefoyAMEBO']
2802,victorsozaboy,"['asemota', 'fueksy', 'purefoyAMEBO', 'OsOsaGuobadia']"
2803,the_senami,['purefoyAMEBO']
2804,KabwePRQ,['BernieSpofforth']
2805,Woolf_Greg,['profdanhicks']
2806,ForumOpinion,[]
2807,WorldsOracle1,[]
2808,lbljewelry,['Etsy']
2809,vetrissimo,['MrsC_46']
2810,mojubaolu,['YouTube']
2811,ojoraolabisi,[]
2812,Thylacine22,['eBay']
2813,DoungaJohn,[]
2814,lbljewelry,['Etsy']
2815,HokutoAndy,[]
2816,ojoraolabisi,[]
2817,malcolmRobsonr2,[]
2818,LekotanPerez,[]
2819,jwastecx,"['IgebinaA', 'OkwueshineK', 'vickelokorie', 'AbdulMahmud01']"
2820,PleasureEthics,[]
2821,PleasureEthics,[]
2822,oria_espinosa,['CruxInvestor']
2823,emmaxdaviess,[]
2824,JudeJagger,[]
2825,PrecisiumS,[]
2826,GelatoBae,"['philip_george70', 'kelvinobioma3']"
2827,visit_benin,[]
2828,PleasureEthics,[]
2829,lbljewelry,['Etsy']
2830,EOshilonya,[]
2831,WorldsOracle1,[]
2832,vartlegal,[]
2833,cctvinthecity,['nadinebh_']
2834,lbljewelry,['Etsy']
2835,TAGatGayhurst,['GayhurstE8']
2836,lbljewelry,['Etsy']
2837,orshine,[]
2838,ekesunvictor,[]
2839,lbljewelry,['Etsy']
2840,WorldsOracle1,[]
2841,holamiju,[]
2842,rooticalize,['animolenikun']
2843,BenFulford1,[]
2844,AshionyeOgene,"['victorsozaboy', 'nytimes', 'BBCWorld', 'BBCAfrica']"
2845,cup_edo,[]
2846,lbljewelry,['Etsy']
2847,PolycarpJ01,[]
2848,Soweto_GS,[]
2849,RenaissanceGOG,['IVWall']
2850,deyemidada,"['JasonNjoku', 'asemota', 'gechife']"
2851,afrahouse,[]
2852,CycleFunMtl,['mbamtl']
2853,Walebajo,[]
2854,visit_benin,[]
2855,lbljewelry,['Etsy']
2856,allimadi,[]
2857,newyorknewart,[]
2858,AsoGlobe,[]
2859,lbljewelry,['Etsy']
2860,HBJSCH63,['LivingHistoryUK']
2861,HBJSCH63,['LivingHistoryUK']
2862,lbljewelry,['Etsy']
2863,vladestragon,[]
2864,PleasureEthics,[]
2865,lbljewelry,['Etsy']
2866,Thylacine22,['eBay']
2867,WorldsOracle1,[]
2868,zeal_a,['AyoBankole']
2869,Trezmarkart,[]
2870,AEYahaya1,[]
2871,lawalsufian,[]
2872,lawalsufian,[]
2873,AbbaAudu_,[]
2874,NNPCgroup,[]
2875,lbljewelry,['Etsy']
2876,chalkeblue,[]
2877,ArtHoppers,"['GayhurstE8', 'SadieEdginton', 'paupixel']"
2878,visit_benin,[]
2879,historyfact_,[]
2880,Thylacine22,['eBay']
2881,Thylacine22,['eBay']
2882,WorldsOracle1,[]
2883,TheAyoOgedengbe,[]
2884,lbljewelry,['Etsy']
2885,HowellsRoy,[]
2886,duckieworld1,['Saleemsky67']
2887,therealjohnosa,['GovernorObaseki']
2888,lbljewelry,['Etsy']
2889,ibrodoc_03,"['YarKafanchan', 'juliagulia614', 'IngrahamAngle']"
2890,cctvinthecity,['guardian']
2891,haruna_braimoh,['nigeria_this']
2892,WorldsOracle1,[]
2893,WorldsOracle1,[]
2894,lbljewelry,['Etsy']
2895,dondee_don,"['mojubaolu', 'ChifeDr', 'cchukudebelu']"
2896,Duke_Vincenzo,['DuchessT_']
2897,lbljewelry,['Etsy']
2898,PleasureEthics,[]
2899,InterlaceKnots,"['rhaplord', 'alykhansatchu', 'JAJafri', 'pinkykhoabane', 'ChristineQunta', 'africaupdates', 'chaolafemefatal', 'ColorsAndStones', '1ncognito___', 'HopeSteffen']"
2900,WorldsOracle1,[]
2901,SassyE,[]
2902,Kimanisamk,"['Askumo254', 'Ngartia', 'JulianiKenya', 'DisneyAnimation', 'LBxAfrica', 'Pawa254', 'fatboyKenya', 'BlenderArtists', 'AfroDigitalArt', 'AFNairobi', 'museumsofkenya', 'bonifacemwangi', 'BlenderNation']"
2903,Mathias_AgboJr,[]
2904,smaceachern2,"['BennySeattle', 'yarbsalocin', 'antifa_CSANZ', 'tailfinner', 'clairlemon']"
2905,thistoomustpass,['guardian']
2906,mapket1,[]
2907,Samaelle2,[]
2908,Caza341791,[]
2909,waleosofisan,[]
2910,BuleMjoli,[]
2911,ademirhan,[]
2912,JamesBalme,[]
2913,Shegelu,[]
2914,WorldsOracle1,[]
2915,jeremy_millar_1,['profdanhicks']
2916,SirusHall101,[]
2917,christinaokoli,[]
2918,djangowinedog,[]
2919,Eli_Kunene,[]
2920,JamesBalme,[]
2921,WorldsOracle1,[]
2922,watsupafrica,[]
2923,theNETng,[]
2924,IK_AYELA,[]
2925,andrewahala,['DoubleEph']
2926,MB1961Store,[]
2927,guardian,[]
2928,Thylacine22,['eBay']
2929,guardian,[]
2930,guardian,[]
2931,SonjaAnneLang,[]
2932,bristolmuseum,[]
2933,guardian,[]
2934,spoolr2,[]
2935,MB1961Store,[]
2936,clagsborough,[]
2937,WorldsOracle1,[]
2938,OriowoSeun,[]
2939,grauniad_news,[]
2940,guardian,[]
2941,HistoryExtra,['guardian']
2942,grauniad_news,[]
2943,guardian,[]
2944,MB1961Store,[]
2945,salome_debbie,[]
2946,wynn_ek,['AllanNyash']
2947,anthonyrichter,"['profdanhicks', 'Pitt_Rivers', 'guardian']"
2948,GUnrecht,"['silke_oldenburg', 'Artforum']"
2949,plashmar,[]
2950,victorsozaboy,[]
2951,grauniad_news,[]
2952,guardian,[]
2953,DanEatherley,[]
2954,Penny_Ten,"['BAMEedNetwork', 'edincarib', 'MrPranPatel']"
2955,EZuelow,[]
2956,DebsF319,[]
2957,Mr_Amechi,['britishmuseum']
2958,QueenUggi,[]
2959,ilfmuseum,[]
2960,DeVoiceFirst,"['guardian', 'UkGovt', 'DCMSArts', 'V_and_A', 'JesusCollegeCam']"
2961,AnalyticaGlobal,[]
2962,grauniad_news,[]
2963,guardian,[]
2964,WorldsOracle1,[]
2965,MB1961Store,[]
2966,newyorknewart,[]
2967,guardian,[]
2968,guardian,[]
2969,WorldsOracle1,[]
2970,SeaGypsy15,['Etsy']
2971,grauniad_news,[]
2972,guardian,[]
2973,ShadesofNoir,[]
2974,Lonelystarrd22,"['EdieS', 'jayintheway', 'gldstvr']"
2975,MB1961Store,[]
2976,AsoGlobe,[]
2977,MD_Class3,[]
2978,WorldsOracle1,[]
2979,BHMHome,[]
2980,profdanhicks,"['Pitt_Rivers', 'artfund', 'Pitt_Rivers', 'Sothebys']"
2981,omolere,['lamie_oye']
2982,emuobomenathan,[]
2983,SGOKIdehistorie,['_aly_tho_']
2984,CollectionTrust,"['mollyblackall', 'RichardOfSussex', 'guardian']"
2985,MB1961Store,[]
2986,MB1961Store,[]
2987,AinaDada_,[]
2988,etresage0330,[]
2989,OpenLinkArtData,['guardian']
2990,plunderedart,[]
2991,alfred_torsu,[]
2992,MichaelDPress,['apistone']
2993,crosscrosslet,[]
2994,janicemorphet,[]
2995,christinaokoli,[]
2996,PeaceFlowerSoul,[]
2997,sadhbhnora,[]
2998,LisaC_ArtKenya,[]
2999,lbljewelry,['Etsy']
3000,ElisaGravil,[]
3001,AskNezka,[]
3002,parrticulars,['walegates']
3003,DePaulArtHist,[]
3004,cgartadvisory,[]
3005,aprilsMuseum,[]
3006,Soweto_GS,[]
3007,tweeterests,[]
3008,sfastlicht,[]
3009,ChiefStyles,[]
3010,Gaudiumng,[]
3011,c3artsradio,[]
3012,kolatubosun,"['DedaAnf', 'b_milosh']"
3013,WHotLondon,[]
3014,MB1961Store,['Etsy']
3015,DeVoiceFirst,"['nadinebh_', 'guardian', 'JesusCollegeCam']"
3016,VardasGeorge,[]
3017,orcsandelves,[]
3018,warringtonmus,[]
3019,Artnose,[]
3020,MuseumsandStuff,[]
3021,the_mcquade,[]
3022,followbacksen,[]
3023,OmojuwaDavid,[]
3024,JWPaller,[]
3025,LiveTweetsCal,['LilyMarsWrites']
3026,SamAbdelGhafour,[]
3027,Archaeology_IN,[]
3028,jahmanoladejo,[]
3029,MsPasty,[]
3030,DrEmilineSmith,['artnet']
3031,slidemongoose,[]
3032,Pakitter,[]
3033,TomMaguire1965,[]
3034,klartraum,[]
3035,DJTASKALUME,[]
3036,jadoctorbird,[]
3037,larryk371,[]
3038,archnet,[]
3039,billwaltonshow,[]
3040,Penny_Abraham,[]
3041,michaelgrr,[]
3042,IRhistory,[]
3043,bet9jas,[]
3044,lbljewelry,['Etsy']
3045,adamkeyclassics,['nadinebh_']
3046,Hajime77com,[]
3047,chiendalu,[]
3048,anamafalda1992,[]
3049,UKinNigeria,['JesusCollegeCam']
3050,soladeyemi,[]
3051,AweleNwandu,[]
3052,AfricaJacs,[]
3053,iBeverleyMason,[]
3054,Kazuo_MORIMOTO,[]
3055,Kazuo_MORIMOTO,[]
3056,Kazuo_MORIMOTO,[]
3057,skepticafro,"['Otosirieze', 'nadinebh_', 'victorsozaboy', 'emeka_okafor', 'noosarowiwa', 'SaharaReporters', 'brittlepaper', 'BakwaMag', 'BennyErhahon', 'Gidi_Traffic', 'wellreadblkgirl']"
3058,timkun69,[]
3059,VeraartW,[]
3060,intelligencepo3,[]
3061,JLynnFraser1,[]
3062,nanorfitzy,[]
3063,ozone7777777,[]
3064,RegisMamimoue,[]
3065,MarrakechiaBB,[]
3066,trillian001,[]
3067,skepticafro,"['nadinebh_', 'victorsozaboy', 'emeka_okafor', 'noosarowiwa', 'SaharaReporters', 'brittlepaper', 'BakwaMag', 'BennyErhahon', 'Otosirieze', 'Gidi_Traffic', 'wellreadblkgirl']"
3068,ThamesGov,[]
3069,adekemitweets,[]
3070,sahdyadarr,[]
3071,TribalArtLondon,[]
3072,DoniseCampbell,[]
3073,michaelgrr,[]
3074,henryrowsellArt,[]
3075,adisaabayomi,[]
3076,ELCunliffe,['mollyblackall']
3077,rkelly123,[]
3078,Muanfulasi,[]
3079,balbec2001,[]
3080,RTarpley,[]
3081,BlackBrWriting,[]
3082,thegistofit,[]
3083,conflictantiq,['mollyblackall']
3084,DerekJohnBryant,[]
3085,raj65025523,[]
3086,poetryinstone,[]
3087,FrancisHayden1,[]
3088,AfricanPeacemag,[]
3089,bluepolitics_,[]
3090,GreeceOutsideIn,[]
3091,Yonnescaut,[]
3092,guardianopinion,[]
3093,David_Batty,[]
3094,GWorldComments,[]
3095,guardianculture,[]
3096,CRCM_Nigeria,[]
3097,christinaokoli,[]
3098,anamafalda1992,[]
3099,jim_dickinson,[]
3100,juergenzimmerer,['coloniallegacy']
3101,WakaAboutAfrica,[]
3102,artrecovery,[]
3103,Ivy_Marshall,['asemota']
3104,hallaboutafrica,[]
3105,olawaiye1st,['cnni']
3106,AnneMuyiwa,[]
3107,chimbiko_jerome,['DVATW']
3108,kola_aina,"['victorsozaboy', 'asemota']"
3109,OkayAfrica,[]
3110,Mr_Abu233,[]
3111,JoseSaylor,[]
3112,CarlaFerstman,[]
3113,Themerit2,[]
3114,victorsozaboy,[]
3115,bhs_empire,[]
3116,havantacluOTMP,['amistlin']
3117,GeeChuma,[]
3118,srjessiman,[]
3119,OseGeorge_,[]
3120,markhillary,"['HuffPostUK', 'afneil']"
3121,tickivoria,[]
3122,amistlin,['HuffPostUK']
3123,Pastoralist1,[]
3124,FMICNigeria,[]
3125,RANnortheast,[]
3126,nelafrique,[]
3127,jhowesuk,[]
3128,SegunAde88,[]
3129,FMICNigeria,[]
3130,SegunAde88,[]
3131,stopcorruption1,[]
3132,AfricanPeacemag,[]
3133,bluepolitics_,[]
3134,mollyblackall,['Lanre_Bakare']
3135,grauniad_news,[]
3136,guardian,[]
3137,TimesEurope,[]
3138,FMICNigeria,[]
3139,NancyTousley,[]
3140,FMICNigeria,[]
3141,FMICNigeria,[]
3142,TheRootMedia,[]
3143,BUKAdebayo,[]
3144,yakes_facts,[]
3145,CNNAfrica,[]
3146,lisapongeC,[]
3147,the360reporters,"['UniversityofBen', 'EdoStateGovt']"
3148,renoomokri,"['Cambridge_Uni', '10DowningStreet']"
3149,camillereygorez,[]
3150,fosterobi,[]
3151,HistoryToday,[]
3152,GabriellaSwerl,['Cambridge_Uni']
3153,rawafricanews,[]
3154,fansbas69056696,[]
3155,RipplesNG,[]
3156,louvrepourtous,['TheArtNewspaper']
3157,urnaija,[]
3158,BlackBokkosBoy,[]
3159,MURRLAURA,"['britishmuseum', 'HornimanMuseum']"
3160,RipplesNG,[]
3161,mretukXD,[]
3162,schoolmoneyorg,[]
3163,OkayAfrica,[]
3164,HeartNewsEast,[]
3165,ayobamiolunloyo,[]
3166,aaomcic,['TelegraphNews']
3167,EdCross65972665,['Telegraph']
3168,museumofbc,[]
3169,DonaAol,['Telegraph']
3170,arthistorynews,"['JesusCollegeCam', 'britishmuseum']"
3171,EbunJoseph1,[]
3172,CampusNewsUK,[]
3173,AyoAkinfe,[]
3174,Citi973,[]
3175,DomWUK,[]
3176,Artachat,[]
3177,jim_dickinson,[]
3178,lagoscityvoice,[]
3179,AnayiNekes,[]
3180,AfricaTimesofN1,[]
3181,ivowtothee,[]
3182,SpazianiG,[]
3183,KKeelo,[]
3184,skepticafro,[]
3185,nyageri,[]
3186,YASUSAFARI,['TelegraphNews']
3187,PowerON_SA,[]
3188,stevelorenti,[]
3189,mkogunbunmi,"['lagoscityvoice', 'victorsozaboy']"
3190,jeiwatts,[]
3191,jennifer_hsu,['JesusCollegeCam']
3192,StudioAfrika,[]
3193,jjgarsha,[]
3194,kacheetee,['Telegraph']
3195,sendwhome,[]
3196,AbiSakande,[]
3197,sereneKoncept,[]
3198,joycegtweets,['Telegraph']
3199,VipinZamvar,"['Cambridge_Uni', 'JesusCollegeCam']"
3200,shichet,"['MarkMarkcw68', 'guardian']"
3201,deeyen2011,[]
3202,juergenzimmerer,[]
3203,SengaEkiba,['Lanrebakare']
3204,Penseuse,['Telegraph']
3205,andrewahala,['guardian']
3206,CLARESAMBROOK,['JesusCollegeCam']
3207,SocialistAgenda,[]
3208,hk_sakai,[]
3209,henryrowsellArt,[]
3210,torysmasher,[]
3211,JobSearchBible,[]
3212,TheTab,[]
3213,lemossrennan,[]
3214,lucypollyfoster,[]
3215,victorsozaboy,[]
3216,AmateyDoku,['OreOgunb']
3217,BarnabyPhillips,['OreOgunb']
3218,alexmarshall81,[]
3219,profdanhicks,['JesusCollegeCam']
3220,NicholasGuyatt,[]
3221,AbdullahiInuwa,['BBCAfrica']
3222,PrinceAkinboye,[]
3223,PrinceAkinboye,[]
3224,Steff2288,['eBay_UK']
3225,EOshilonya,[]
3226,Soweto_GS,[]
3227,lbljewelry,['Etsy']
3228,gloria_adagbon,[]
3229,eribopaul,['TomiwaSage']
3230,apkarthistory,"['NoahMunoz11', 'metmuseum']"
3231,eldergodselven,['BritishOverseas']
3232,ZSalehKarate,[]
3233,waleghh,['YorubaHistory']
3234,antiqueboy,['eBay']
3235,JusticeAtulomah,['AfricaFactsZone']
3236,neneOkposuogu,"['Spaqx', 'sproutlin']"
3237,LeTunde,[]
3238,MrOkra,[]
3239,houseofavana,[]
3240,JBVemma,['FineArtAmerica']
3241,JBVemma,['FineArtAmerica']
3242,OneLegSandpiper,"['extradiagetic', 'LarryStCroix', 'CriminySTFU']"
3243,lbljewelry,['Etsy']
3244,c_mumbi,"['AzanianMose', 'cobbo3']"
3245,OMYSDNg,"['SundayDareSD', 'thomasbach76', 'NigeriaFMYS']"
3246,bristolmuseum,[]
3247,lbljewelry,['Etsy']
3248,iamNdidi,"['Johnnydrille', 'get_regrann']"
3249,SXMMY_Z,[]
3250,Yinka_freeman,"['EzeasorIje', 'DrJoeAbah']"
3251,antiqueboy,['eBay']
3252,ozobafidelis,"['DrJoeAbah', 'EdoStateGovt']"
3253,missamaks,[]
3254,lbljewelry,['Etsy']
3255,cup_edo,['scorsesemartin']
3256,lbljewelry,['Etsy']
3257,obapalacebenin,[]
3258,EmekaOkoye,[]
3259,_Hydrochloric,[]
3260,engagevisualart,['SainsburyCentre']
3261,KatieTheArtLady,['JeremyDBoreing']
3262,BlkHistStudies,[]
3263,SXMMY_Z,"['bristolmuseum', 'BristolLive']"
3264,IfybensonBenson,['LeadershipNGA']
3265,IfybensonBenson,['LeadershipNGA']
3266,AwufOga,[]
3267,vishne0,[]
3268,OdoziIyase,[]
3269,EvelynOsagieArt,[]
3270,EvelynOsagieArt,[]
3271,dboxshowafrica,[]
3272,real_suprememag,[]
3273,Djustman007,[]
3274,DaylightReport,[]
3275,vanguardngrnews,['vanguardngr']
3276,NigeriaDaiily,[]
3277,newsheadlinesng,[]
3278,gbeducitynews,[]
3279,gbeducitynews,[]
3280,Padtos01,[]
3281,primenewsnig,[]
3282,AfuAfrica,[]
3283,christashr,[]
3284,SeaGypsy15,['Etsy']
3285,julesartvan,['StudioTeaBreak']
3286,Tiduswins,"['StudioTeaBreak', 'britishmuseum']"
3287,artbypunktraum,['StudioTeaBreak']
3288,DMediocrely,"['britishmuseum', 'StudioTeaBreak']"
3289,LilyNats,['StudioTeaBreak']
3290,SandRussellArt,"['StudioTeaBreak', 'britishmuseum']"
3291,DarwinBeliever,['WalleLawal']
3292,lol_ansell,"['StudioTeaBreak', 'britishmuseum']"
3293,Plumo_24,['JenniferPaling']
3294,JenniferPaling,[]
3295,RaceMirror,[]
3296,jabberworks,"['StudioTeaBreak', 'britishmuseum', 'PaulSBarlow', 'Simonpaulprice', 'metacitizen', 'Linda48579744']"
3297,cartoonsidrew,['StudioTeaBreak']
3298,Readitdaddy,['StudioTeaBreak']
3299,Linda48579744,['StudioTeaBreak']
3300,PaulSBarlow,[]
3301,MoorFrau,['StudioTeaBreak']
3302,Simonpaulprice,"['StudioTeaBreak', 'britishmuseum']"
3303,JoBradleypaint,"['JoBradleypaint', 'StudioTeaBreak', 'britishmuseum']"
3304,SavinArts,"['StudioTeaBreak', 'inktober']"
3305,TheMidnightMyth,[]
3306,metacitizen,"['StudioTeaBreak', 'britishmuseum']"
3307,CFcomiX,['StudioTeaBreak']
3308,dfmorrill,"['StudioTeaBreak', 'britishmuseum']"
3309,hhulbert,['StudioTeaBreak']
3310,RhodeliaRosea,"['StudioTeaBreak', 'britishmuseum']"
3311,StudioTeaBreak,['britishmuseum']
3312,iyaboawokoya,"['drdebodun', 'OkuboyejoProfit', 'tolanialli', 'oreogunbiyi', 'ProfOsinbajo']"
3313,BuleMjoli,[]
3314,art_hedge,[]
3315,RealMykel24,"['iamAtabo', 'iamAtabo']"
3316,followbacksen,[]
3317,ClementAEse2,[]
3318,ASIRIMagazine,[]
3319,AsoGlobe,[]
3320,annagregarious,[]
3321,oshaikrs,[]
3322,surambaya,[]
3323,MaxxyB,[]
3324,codedescooby,"['realFFK', 'David_Cameron']"
3325,SeaGypsy15,['Etsy']
3326,edanderson101,[]
3327,originaljioke,[]
3328,Thylacine22,['eBay']
3329,DocEddY,[]
3330,lovencrumpets,['cma_african']
3331,GBS_MissDairo,"['britishmuseum', 'GoresbrookSc']"
3332,africansinsport,[]
3333,yellowlyfe_,[]
3334,Mopileola,[]
3335,Mopileola,[]
3336,Beastiiful,['rotimi9jaa']
3337,UAL,['csm_news']
3338,IamTheOsaze,['asemota']
3339,SDAntiques1,[]
3340,tosinolaseinde,[]
3341,HistoryVille,[]
3342,KRingelberg,"['AtrophicP', 'evangatti']"
3343,ri_hoelzl,[]
3344,Thylacine22,['eBay']
3345,child_nig,[]
3346,YouthNyfm,[]
3347,child_nig,[]
3348,wil_da_beast630,[]
3349,Reneh,['YouTube']
3350,Stylish_gorrila,"['FreekHeavydrop', 'Really04083981', 'MacArthurDixie', 'vdare', 'ScottMGreer']"
3351,sjonyems,['doctormace']
3352,itsvannbruh,[]
3353,UnravellingNGR,[]
3354,Steff2288,['eBay_UK']
3355,SapeleWaterBobo,['NigeriaGov']
3356,Steff2288,['eBay_UK']
3357,followbacksen,[]
3358,seyiolaniyan_,[]
3359,Adelekeayoola1,"['RhythmFMBenin', 'Adelekeayoola1', 'wrestlingngr']"
3360,xpresslove1,['BigDaddyonair']
3361,followbacksen,[]
3362,frankb_williams,[]
3363,kenny72322360,['iam_davido']
3364,this_Sivana_sef,[]
3365,LokiDarksong,[]
3366,DIGIG00N,[]
3367,Mcmerlinofficia,[]
3368,MoPride_,['MoPride_']
3369,omolere,[]
3370,followbacksen,[]
3371,cappfm,[]
3372,CotonoisLe,[]
3373,AFRICASeenHeard,['ChristiesInc']
3374,Everyday_ng,[]
3375,djinn_the,"['CzarofM', 'PantsAnsy', 'GrahamWelling15', 'sageandpearls', 'sairasameerarao']"
3376,Osadav245,['piersmorgan']
3377,HonPorfirio,[]
3378,Ugo_Alfred,[]
3379,cup_edo,['RzstProgramming']
3380,AfriMod,[]
3381,am_seke,['Magni5scent']
3382,wwpmrich,[]
3383,followbacksen,[]
3384,followbacksen,[]
3385,followbacksen,[]
3386,ortb_info,[]
3387,WinceMister,[]
3388,kayloo_art,['eBay']
3389,kaitanovalera,[]
3390,kayloo_art,['eBay']
3391,kayloo_art,['eBay']
3392,kayloo_art,['eBay']
3393,Cuntosaur,"['SonOfOlokun', 'JkAnowe', 'TJBenson_', 'bestfelix']"
3394,SonOfOlokun,"['JkAnowe', 'TJBenson_', 'bestfelix']"
3395,Le_Dumiebi,[]
3396,CeleyOkogun1,[]
3397,followbacksen,[]
3398,sparticulture,[]
3399,kayloo_art,['eBay']
3400,kayloo_art,['eBay']
3401,heisrima,[]
3402,kayloo_art,['eBay']
3403,kayloo_art,['eBay']
3404,kayloo_art,['eBay']
3405,kayloo_art,['eBay']
3406,kayloo_art,['eBay']
3407,MaryGee54947973,[]
3408,MaryEyong3,[]
3409,MaryB56497775,[]
3410,MaryEyong2,[]
3411,ace1yesboss,[]
3412,beta_edo,[]
3413,Omoruyiosazuwa1,[]
3414,DavinaUshere,[]
3415,temite,[]
3416,peterholdaway,"['BackWarmer', 'DavidLammy']"
3417,ImohUmoren,[]
3418,ojoraolabisi,[]
3419,DscvrAfricanArt,[]
3420,brolezholloway,[]
3421,iBusinessTrends,[]
3422,ETSYcreativity,[]
3423,ETSYcreativity,[]
3424,ETSYcreativity,[]
3425,ETSYcreativity,[]
3426,tweetticator,[]
3427,LooleuHQ,['Soweto_GS']
3428,ETSYcreativity,[]
3429,ETSYcreativity,[]
3430,ETSYcreativity,[]
3431,ETSYcreativity,[]
3432,ETSYcreativity,[]
3433,ETSYcreativity,[]
3434,followbacksen,[]
3435,LipkiMark,['eBay']
3436,LipkiMark,['eBay']
